"ID","SITE_NAME","SITE_LOCAT","WATERBODY_","SWS","LONGITUD","LATITUDE","BRANCH","FIELDID","FOTR/WC","YRS SAM","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","#Yrs samp","SP2022 SQI","SP2022 TAXA","SP2022 EPT","SP2022 WQRF","SP2022 COLL","SP2022 DATE","SP2022 TEAM","SP2021 TEAM","SP2021 DATE","SP2021 SQI","SP2021 TAXA","SP2021 INSECT TAXA","SP2021 EPT","SP2021 SENS","SP2021 WQR","SP2021 WQRF","SP2020 TEAM","SP2020 DATE","SP2020 COLL","SP2020 FIELDID","SP2020 LABID","SP2020 SQI","SP2020 TAXA","SP2020 EPT","SP2020 SENS","SP2020 Salt","AVE","SP19 TEAM","SP19 DATE","SP19 COLL","SP19 FIELDID","SP19 LABID","SP19 SQI","SP19 TAXA","SP19 EPT","SP19 SENS","SP18 TEAM","SP18 DATE","SP18 COLL","SP18 FIELDID","SP18 LABID","SP18 SQI","SP18 TAXA","SP18 EPT","SP18 SENS","SP17 TEAM","SP17 DATE","SP17 COLL","SP17 FIELDID","SP17 LABID","SP17 SQI","SP17 TAXA","SP17 EPT","SP17 SENS","SP16 Team","SP16 DATE","SP16 COLL","SP16 FIELDID","SP16LABID","SP16 SQI","SP16 TAXA","SP16 EPT","SP16 SENS","SP15 DATE","SP15 COLL","SP15 FIELDID","SP15 LABID","SP15 SQI","SP15 TAXA","SP15 EPT","SP15 SENS","SP15","SP14","SP14 COLL","SP14 FIELDID","SP14 LABID","SP14 SQI","SP14 TAXA","SP14 EPT","SP14 SENS","SP13","SP13 COLL","SP13 FIELDID","SP13 LABID","SP13 SQI","SP13 TAXA","SP13 EPT","SP13 SENS","SP12 DATE","SP12 COLL","SP12 FIELDID","SP12 LABID","SP12 SQI","SP12 TAXA","SP12 EPT","SP12 SENS","SP11 DATE","SP11 COLL","SP11 FIELDID","SP11 LABID","SP11 SQI","SP11 TAXA","SP11 EPT","SP11 SENS","SP10 DATE","SP10 COLL","SP10 FIELDID","SP10 LABID","SP10 SQI","SP10 TAXA","SP10EPT","SP10SENS","SP09ERR","SP09","SP09COLL","SP09ID","SP09 SQI","SP09 TAXA","SP09 EPT","SP09 SENS","SP08 DATE","SP08COLLECTOR","SP08ID","SP08IDLAB","SP08 SQI","SP08 TAXA","SP08EPT","SP08 SENS","SP07 DATE","SP07COLLECTOR","SP07ID","SP07IDLAB","SP07 SQI","SP07 TAXA","SP07EPT","SP07 SENS","SP06DATE","SP06SAMPLER","SP06 SQI","SP06 TAXA","SP06 EPT","SP06 SENS","SP05 DATE","SAMPLER","SP05 SQI","SP05 TAXA","SP05 EPT","SP05 SENS","SP04 DATE","SP04 SQI","SP04 TAXA","SP03 SQI","SP03TAXA","SP02 SQI","SP02TAXA","SP01 SQI","SP01TAXA"
"18","Roeper School","41190 Woodward","Main Rouge","M1/2","-83.25174","42.59375","MN","Mur2","FOTR","","","Y","Y","Y","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","23.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-04-18 00:00:00","Peterson","Kandilian","McCulloch","33.9","14","1","0","12","","","","","","","","","4/21/13","Eisenmann","Eisenmann","McCulloch","27","13","1","0","","","","","","","","","","","","","","","","","2010-04-25 00:00:00","L Steiner","Eisenmann","McCulloch","33","13","1","0","-0.353065539112051","2009-04-25 00:00:00","Eisenmann","McCulloch","32","13","1","0","2008-04-26 00:00:00","Eisenman","Peterson","McCulloch","22.7","10","1","0","2007-04-28 00:00:00","Nightingale","Nightingale","McCulloch","24.6","10","1","0","","","","","","","","","","","","","","","","","","","","",""
"62","Nottingham Creek","Country Day, Lahser/13 Mile","Nottingham Creek","M1/2","-83.26463","42.51149","MN","Nott","FOTR","","","","Y","Y","","","Y","Y","","","","4","20","11","0","7.08","Eisenman","2022-04-23 00:00:00","3","5","4/17/2021","21.6","9","4","1","0","","","","","","","","","","","","","26.9","","","","","","","","","","8","2018-04-21 00:00:00","Bill Eisenman","Bill Eisenman","Sally Petrella","17.1","7","1","0","","","","","","","","","","","","","","","","","","","2015-04-25 00:00:00","Thompson","Cassady","Thompson","21.6","9","1","0","REP","","","","","","","","","4/13/13","Ross","Ross","McCulloch","22","9","1","0","","","","","","","","","2011-05-20 00:00:00","Evans","Petrella","McCulloch","24","11","1","0","","","","","","","","","0.0334572490706318","2009-04-25 00:00:00","Elliott","McCulloch","26","10","1","0","2008-04-26 00:00:00","Kowalczk","Gruelle","McCulloch","28.8","12","1","0","","","","","","","","","","","","","","","2005-04-23 00:00:00","FOTR","20.5","8","1","0","2004-04-24 00:00:00","31.4","11","","","","","",""
"63","North Tonquish","Harvey & Penniman","Tonquish Creek","M1","-83.47572","42.37312","M","Nton","FOTR","","","","Y","Y","","","Y","Y","","","","4","25","9","2","6","Cotrone","2022-04-23 00:00:00","5","6","4/17/2021","24.4","8","5","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","4/16/16","Cloutier","Gall","Petrella","18.7","9","1","0","","","","","","","","","","4/12/14","Lancaster","Cassady","Petrella","20","9","0","0","","","","","","","","","2012-04-24 00:00:00","Ross","Ross","McCulloch","25","11","1","0","2011-04-30 00:00:00","Peerbolte, J","Peerbolte, M","McCulloch","16","6","1","0","","","","","","","","","","2009-04-25 00:00:00","Peerbolte","Gruelle","21","9","1","0","2008-04-26 00:00:00","Nightingale","Nightingale","McCulloch","23.1","8","1","0","","","","","","","","","","","","","","","2005-05-18 00:00:00","REP","13.6","7","0","0","2004-05-04 00:00:00","12","4","","","","","",""
"64","Pebble Creek-Danvers","28314 Danvers Ct","Pebble Creek","M1/2","-83.32912","42.50133","MN","Peb1","FOTR","","","","Y","Y","Y","","Y","Y","Y","Y","Y","8","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","","","","","","","","","","","","","","","","","","","10","2017-05-06 00:00:00","Cassady","Cassady","Petrella","30.4","13","1","0","10","4/16/16","Stack","Kandilian","Petrella","12.1","7","1","0","2015-04-18 00:00:00","Lackey","Scupholm","McCulloch","27.1","10","1","0","8","4/12/14","Wallace","Wallace","McCulloch","26","10","1","0","4/27/13","Bradley","Ross","McCulloch","28","11","1","0","2012-04-17 00:00:00","Front","Front","McCulloch","24","9","1","0","2011-05-20 00:00:00","Petrells","Petrella","McCulloch","36","14","2","0","","","","","","","","","-0.115776844631074","2009-04-25 00:00:00","McCulloch","McCulloch","31","13","1","1","2008-04-26 00:00:00","Sadler","Sadler","McCulloch","22.4","9","1","0","2007-04-28 00:00:00","Williams","Fochler","McCulloch","23.5","11","1","0","","","","","","","2005-04-23 00:00:00","FOTR","27.7","11","1","0","2004-04-24 00:00:00","25.7","14","12.2","5","31.2","11","36.2","13"
"65","Pebble Creek 13 Mile","13 Mile/Middlebelt","Pebble Creek","M1/2","-83.34402","42.51521","MN","Peb2","FOTR","","","","Y","Y","","","Y","","","","","3","29","13","1","5.85","Petrella/Davis","2022-04-20 00:00:00","15","","","","","","","","","","","","","","","","","","","","31.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4/27/13","Bradley","Ross","McCulloch","23","12","1","0","2012-04-17 00:00:00","Front","Wallace","McCulloch","24","9","1","0","2011-04-30 00:00:00","Evans","Austin","McCulloch","30","13","1","0","","","","","","","","","0.261637239165329","2009-04-25 00:00:00","Stopa","McCulloch","23","11","1","0","2008-04-26 00:00:00","Sadler","Sadler","McCulloch","36.6","15","2","0","","","","","","","","","","","","","","","2005-04-23 00:00:00","FOTR","25.7","9","1","0","","","","","","","","",""
"100","d/s Danvers Pond","Danvers Drive","Pebble Creek","MN1/2","-83.324474","42.500849","MN","Peb3","FOTR","","","","","","","","","","","","","","36","14","2","5.68","Puckett","2022-04-20 00:00:00","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2017-05-06 00:00:00","Cassady","Cassady","Thompson","26.2","11","1","0","10","4/16/16","Stack","Kandilian","Petrella","13.5","6","1","0","2015-04-18 00:00:00","Lackey","Scupholm","McCulloch","27.6","11","1","0","8","4/12/14","Wallace","Wallace","McCulloch","21","7","2","0","4/30/13","Kamarinas","Petrella","Petrella","35","15","1","0","2012-05-02 00:00:00","Halliday","Petrella","Petrella","37","16","1","0","2011-05-20 00:00:00","Petrella","Petrella","McCulloch","32","14","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","Sleepy Hollow","Drake/11 Mile","Seeley Creek","U","-83.40099","42.48927","U","See2","FOTR","","","Y","","","","","","Y","Y","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2018-04-21 00:00:00","Phil Kukulski","Eric Stopa","Bruce McCulloch","31.4","11","2","0","","","","","","","","","","15","4/16/16","Wallace","Wallace","Wallace","21.4","7","3","0","","","","","","","","","","4/12/14","Hunt","Bakkila","McCulloch","26","9","3","1","4/27/13","Kamarinas","Kamarinas","McCulloch","26","10","1","0","","","","","","","","","2011-04-30 00:00:00","Sadler","Sadler","McCulloch","33","11","2","0","2010-04-24 00:00:00","Valender","Austin","McCulloch","25","9","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004-04-24 00:00:00","17","7","16.4","7","","","",""
"20","Seeley Creek Trail","King","Upper Rouge","U","-83.4304","42.51073","U","See3","FOTR","","","Y","Y","","","","","","","","","1","19","14","1","5.77","Tuncay","2022-04-23 00:00:00","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2018-04-21 00:00:00","Phil Kukulski","Eric Stopa","Bruce McCulloch","25.5","11","1","0","","","","","","","","","","15","4/16/16","Wallace","Wallace","Wallace","25.1","10","2","0","","","","","","","","","","4/12/14","Jaja","Bakkila","McCulloch","28","9","2","0","4/27/13","Kamarinas","Kamarinas","McCulloch","20","8","1","0","","","","","","","","","2011-04-30 00:00:00","Sadler","Sadler","McCulloch","20","8","1","0","2010-05-18 00:00:00","Petrella","Petrella","McCulloch","33","13","2","0","","2009-04-25 00:00:00","Stowe","Ross","18","9","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2044","","","Seeley Creek","","","","U","See4","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0","0","","","","","","0","0","0","0","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","Lloyd Stage","6685 Coolidge","Main Rouge","M1/2","-83.19174","42.61623","MN","Sprag","FOTR","","","Y","Y","Y","","","Y","","","","","3","42","15","3","4.63","Hunt","2022-04-23 00:00:00","7","4","4/23/2021","32.1","14","10","2","0","","","","","","","","","","","","","29.85","","","","","","","","","","T","2018-03-24 00:00:00","Sue Thompson","Sue Thompson","Sue Thompson","30.8","13","4","2","T","2017-03-25 00:00:00","Thompson","Thompson","Thompson","32.7","14","3","1","8","4/16/16","Stopa","Agosta","Petrella","42","19","4","2","","","","","","","","","","","","","","","","","","4/27/13","Agosta","Tykoski","McCulloch","34","16","2","1","","","","","","","","","","","","","","","","","2010-03-21 00:00:00","trainees","Petrella","McCulloch","42","17","3","2","-0.809045226130653","2009-04-05 00:00:00","training","McCulloch","54","20","5","2","2008-04-26 00:00:00","McCulloch","McCulloch","McCulloch","31.8","11","3","0","","","","","","","","","","","","","","","2005-04-23 00:00:00","FOTR","27.9","11","2","0","","","","","","","","",""
"66","Old Tara site","","Tarabusi Creek","","","","U","Tar1","FOTR","","","","","","","Y","Y","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2006-05-03 00:00:00","Hammar","30","11","2","0","2005-05-18 00:00:00","REP","21.8","9","2","0","2004-05-05 00:00:00","30","13","29","11","","","",""
"67","Tara 8 M","8 Mile/Gill","Tarabusi Creek","U","-83.38423","42.441084","U","Tar2","FOTR","","","","","","Y","Y","","Y","","Y","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","2017-05-06 00:00:00","Wallace","Wallace","McCulloch","27.5","10","1","0","14","4/16/16","Boegehold","Sosin","Sosin","13.6","5","1","0","2015-04-18 00:00:00","Cotrone","Cloutier","McCulloch","14.4","7","0","0","1","","","","","","","","","4/27/13","Weis","Cassady","Kamarinas","31","13","2","0","","","","","","","","","2011-04-30 00:00:00","Halliday","Halliday","McCulloch","24","9","2","0","","","","","","","","","","","","","","","","","","","","","","","","","2007-04-28 00:00:00","Dajos","Johnson","McCulloch","26","10","2","0","2006-04-29 00:00:00","Weis","29","11","2","0","","","","","","","2004-04-24 00:00:00","30","12","","14","16","6","",""
"68","Plymouth Twp Pk","Beck/Ann Arbor Tr","Tonquish Creek","M1","-83.49895","42.36701","M","Ton1","FOTR","","","","","Y","Y","Y","Y","Y","","","","5","40","16","2","6.24","Thompson","2022-04-09 00:00:00","TR","TR","4/10/2021","43.6","16","11","4","0","","","","","","","","","","","","","","REP","4/20/19","Erin Cassady","Erin Cassady","Erin Cassady","35.3","13","3","0","T","2018-04-07 00:00:00","Sue Thompson","Sally Petrella","Bruce McCulloch","33.5","13","3","0","T","2017-04-01 00:00:00","Thompson","Petrella","Petrella","46.5","19","2","0","Training","3/19/16","Thompson","Thompson","Petrella","37.8","14","3","0","2015-03-28 00:00:00","Thompson","Petrella","Thompson","44.1","16","3","0","T","3/29/14","Thompson","Petrella","Petrella","40","14","2","0","4/13/13","Petrella","Petrella","McCulloch","48","16","2","0","2012-03-31 00:00:00","Thompson/McCulloch","Petrella","McCulloch","57","22","4","0","2011-05-17 00:00:00","Thompson","Thompson","Thompson","59","23","4","0","","","","","","","","","","","","","","","","","2008-04-13 00:00:00","Ross","Petrella","Petrella","46","16","3","0","2007-04-28 00:00:00","Flowers","Best","McCulloch","51","18","3","0","2006-04-29 00:00:00","Williams","25","10","1","0","2005-04-23 00:00:00","FOTR","27.5","8","2","0","2004-05-05 00:00:00","32.8","11","","","","","",""
"23","Canton Ctr","Canton Ctr Rd, N of Ann Arbor Rd","Tonquish Creek","M1","-83.48939","42.36437","M","Ton1/2","FOTR","","","Y","","Y","","Y","","","","","","2","","","","","","","","TR","4/10/2021","32.6","13","9","4","0","","","","","","","","","","","","","","","","","","","","","","","3","2018-04-21 00:00:00","Bruce McCulloch","Bruce McCulloch","Bruce McCulloch","35.2","13","2","0","","","","","","","","","","","","","","","","","","","2015-04-18 00:00:00","Sosin","Sosin","McCulloch","25.7","11","1","0","17","","","","","","","","","","","","","","","","","2012-04-21 00:00:00","Tykoski","Dudek","McCulloch","44","18","3","0","","","","","","","","","2010-04-24 00:00:00","Weis","Weis","McCulloch","27","9","2","0","","","","","","","","","2008-04-26 00:00:00","Stowe","Nightingale","McCulloch","30.1","10","3","0","","","","","","","","","2006-04-29 00:00:00","Faber","39","14","2","0","","","","","","","","","","","","","","",""
"24","Tonquish-Ann Arbor Rd","Ann Arbor Rd/Lilley","Tonquish Creek","M1","-83.46507","42.35809","M","Ton2","FOTR","","","Y","","","Y","Y","Y","","","Y","Y","5","17","7","1","7","Cotrone","2022-04-23 00:00:00","5","6","4/17/2021","20.3","8","5","2","0","","","","","","","","","","","","","","","","","","","","","","","3","2018-04-21 00:00:00","Bruce McCulloch","Bruce McCulloch","Bruce McCulloch","9.2","5","0","0","","","","","","","","","","13","4/16/16","Cloutier","Gall","Petrella","24.7","11","1","0","","","","","","","","","","4/12/14","Cassady","Lancaster","Petrella","19","11","1","0","","","","","","","","","2012-04-21 00:00:00","Tykoski","Dudek","McCulloch","30","13","1","0","","","","","","","","","2010-04-24 00:00:00","Corsun","Weis","McCulloch","22","11","1","0","","","","","","","","","","","","","","","","","2007-04-28 00:00:00","Flowers","Flowers","McCulloch","22.1","8","2","0","2006-04-29 00:00:00","Weis","23","11","1","0","2005-04-23 00:00:00","FOTR","10.2","5","0","0","","","","","6","8","6","13.4","5"
"69","Heritage Pk","Farmington/10 Mile","Upper Rouge","U","-83.38567","42.47526","U","Up1","FOTR","","","","","Y","Y","Y","","","","","","3","","","","","","","","10","4/17/2021","20.1","8","5","1","0","","","","","","","","","","","","","","","","","","","","","","","7","2018-04-21 00:00:00","Carl Clark","Carl Clark","Bruce McCulloch","25.3","9","2","1","","","","","","","","","","","","","","","","","","","2015-04-18 00:00:00","Cotrone","Cloutier","McCulloch","29.5","11","2","0","1","4/12/14","Kukulski","Kukulski","McCulloch","22","12","0","0","","","","","","","","","2012-04-21 00:00:00","Bakkila","Collins","McCulloch","28","15","3","1","","","","","","","","","","","","","","","","","","","","","","","","","2008-04-26 00:00:00","VanBuren","Pace","McCulloch","17.3","7","1","0","2007-04-28 00:00:00","Babcock","Bhakta","McCulloch","23","8","1","0","2006-05-03 00:00:00","Doyle/Mastenbrook","20","8","1","0","","","","","","","","","","","","","","",""
"70","Shiawassee Pk","Shiawassee/Power","Upper Rouge","U","-83.36811","42.46323","U","Up2","FOTR","","","","Y","Y","Y","Y","Y","Y","Y","Y","","8","33","12","2","5.23","Puckett/Thompson","2022-04-28 00:00:00","16","10","4/17/2021","20.5","8","6","1","0","","","","","","","","","","","","","20.8","WC FOTR","4/12/19","Sue Thompson","Sue Thompson","Sue Thompson","17.3","7","1","0","7","2018-04-21 00:00:00","Carl Clark","Carl Clark","Bruce McCulloch","13","6","1","0","","","","","","","","","","14","4/16/16","Boegehold","Sosin","Sosin","15","5","1","0","","","","","","","","","","4/12/14","Kukulski","Muller","McCulloch","22","8","1","1","","","","","","","","","2012-04-21 00:00:00","Bakkila","Collins","McCulloch","26","9","2","0","","","","","","","","","","","","","","","","","0.0384615384615387","2009-04-25 00:00:00","Sadler","Weis","20","8","1","1","2008-04-26 00:00:00","VanBuren","Pace","McCulloch","18.4","8","1","0","2007-04-28 00:00:00","Babcock","Bhakta","McCulloch","29","10","1","1","2006-04-29 00:00:00","Ross","17","8","1","0","2005-05-02 00:00:00","FOTR","26.4","9","1","1","2004-04-24 00:00:00","14.2","6","18.5","8","22.1","6","",""
"46","Lola Valley - Kinloch","Kinloch","Upper Rouge","U","-83.3029","42.4111","U","UR-1","WC","","","Y","Y","Y","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-04-22 00:00:00","Flowers","Thompson","Thompson","26.4","10","2","0","WC","4/17/14","Flowers","Flowers","Thompson","14","6","1","0","5/8/13","Flowers","Flowers","Thompson","16","9","1","0","","","","","","","","","","","","","","","","","2010-05-20 00:00:00","Benz","Validokath","Thompson","21","8","2","0","","2009-05-13 00:00:00","Benz","Cullen","26","10","2","0","2008-05-16 00:00:00","Best","Best","Best","17","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","Bell Creek Park","","Bell Branch","U","-83.310759","42.401803","U","UR-2","WC","","","Y","Y","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WC","2017-04-24 00:00:00","Mullett","Flowers","Thompson","20.5","8","1","0","","","","","","","","","","","","","","","","","","","4/17/14","Flowers","Thompson","Thompson","19","7","1","0","","","","","","","","","2012-04-24 00:00:00","Flowers","Flowers","Thompson","22","10","1","0","2011-05-13 00:00:00","Mullett","Mullett","Thompson","19","8","1","0","2010-05-20 00:00:00","Benz","Validokath","Thompson","18","7","0","0","","2009-05-13 00:00:00","Benz","Cullen","23","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","Tarabusi at 7 Mile","","Tarabusi Creek","U","-83.362972","42.426303","U","UR-3","WC","","","Y","Y","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WC","2018-04-27 00:00:00","Mike Flowers","Noel Mullett","Sue Thompson","22.3","8","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2012-04-24 00:00:00","Gregor","Flowers","Thompson","18","7","1","0","2011-05-13 00:00:00","Mullett","Mullett","Thompson","25","10","1","0","2010-05-20 00:00:00","Benz","Validokath","Thompson","17","7","0","0","","2009-05-13 00:00:00","Benz","Cullen","21","9","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","Bicentennial Park","7 Mile/Newburgh Rd","Bell Branch","M1","-83.39666","42.42924","U","Bell1","FOTR","","","Y","Y","Y","","Y","","Y","Y","","","5","22","10","1","6.21","Breisch","2022-04-23 00:00:00","2","1","4/17/2021","27.3","12","7","1","0","","","","","","","","","","","","","22","","","","","","","","","","11","2018-04-21 00:00:00","Esma Tuncay","Esma Tuncay","Bruce McCulloch","23.2","8","1","0","9","2017-05-06 00:00:00","Wallace","Wallace","McCulloch","24.4","9","1","0","2","4/16/16","Bakkila","Verstraete","Petrella","9.2","5","0","0","","","","","","","","","","4/12/14","Dombrowski","Koloski","McCulloch","15","6","1","0","","","","","","","","","2012-04-17 00:00:00","O'Connell","O'Connell","Petrella","27","13","1","0","2011-04-30 00:00:00","Halliday","Halliday","McCulloch","24","8","2","0","2010-05-18 00:00:00","Eisenmann","Petrella","Petrella","28","13","2","0","-0.229135053110774","2009-04-25 00:00:00","Sadler","Weis","27","12","1","0","2008-04-26 00:00:00","Knoppow","Mogill","McCulloch","19.1","8","1","0","","","","","","","","","2006-04-29 00:00:00","Fochler","26","8","1","0","","","","","","","2004-04-22 00:00:00","20.8","8","18","10","","","",""
"1","Schoolcraft College","6 Mile/Haggerty","Bell Branch","U","-83.42","42.42","U","Bell2","Sch","","","Y","Y","","","","","Y","","","","2","13","6","0","10","Devlin","2022-04-23 00:00:00","Sch","Sch","4/17/2021","29.6","14","8","0","0","","","","","","","","","","","","","","Sch","","","","","","","","","Sch","2018-04-24 00:00:00","Diane O'Connell","Diane O'Connell","Sally Petrella","19.6","11","0","0","Sch","2017-04-18 00:00:00","O'Connell","","Petrella","21.2","10","4","0","Sch","4/16/16","O'Connell","","Petrella","17.6","9","1","0","2015-04-18 00:00:00","O'Connell","O'Connell","Petrella","30","13","1","0","Sch","4/19/14","","","","20","10","0","0","4/23/13","O'Connell","O'Connell","Kamarinas","34","14","2","0","","","","","","","","","","","","","","","","","2010-04-22 00:00:00","O'Connell","","McCulloch","34","14","1","0","","2009-04-25 00:00:00","Groves","","30","16","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004-04-22 00:00:00","27","15","","","","","",""
"2","Livonia","6 Mile/Farmington","Bell Branch","U","-83.39285","42.41015","U","Bell3","FOTR","","","Y","","Y","","Y","","Y","","","","3","11","6","0","10","Disipio","2022-04-23 00:00:00","2","1","4/17/21","29.1","10","6","1","0","","","","","","","","","","","","","","","","","","","","","","","11","2018-04-21 00:00:00","Esma Tuncay","Esma Tuncay","Bruce McCulloch","21.3","11","1","0","","","","","","","","","","2","4/16/16","Bakkila","Verstraete","Petrella","16.5","8","1","0","","","","","","","","","","4/12/14","Dombrowski","Koloski","McCulloch","33","11","2","0","4/27/13","Weis","Cassady","Kamarinas","30","10","2","0","","","","","","","","","","","","","","","","","2010-05-18 00:00:00","Eisenmann","Petrella","Petrella","32","10","2","0","","","","","","","","","2008-04-26 00:00:00","Knoppow","Mogill","McCulloch","14.1","6","1","0","","","","","","","","","2006-04-29 00:00:00","Fochler","16","6","1","0","","","","","","","2004-04-24 00:00:00","24","10","","","","","",""
"50","Old Bishop site","","Bishop Creek","M1","","","M","Bish1","FOTR","","","","","","","","","Y","Y","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004-04-24 00:00:00","15.3","6","17.2","6","21.2","10","21.5","9"
"3","Bishop Creek Scarborough","10 Mile/Meadowbrook ","Bishop Creek","M","-83.45151","42.47131","M","Bish2","FOTR","","","Y","Y","Y","","","","","","","","2","","","","","","","","2","4/17/2021","28.3","10","7","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2017-05-06 00:00:00","Aaron","Stopa","McCulloch","26.3","11","1","0","12","4/16/16","Thompson","Thompson","Petrella","31.8","14","1","0","","","","","","","","","","4/12/14","Vankerckhove","Tykoski","McCulloch","15","8","1","0","4/27/13","Evans","Peerbolte","Petrella","21","11","1","0","2012-04-17 00:00:00","Kandalian","Kandalian","McCulloch","21","8","1","0","2011-04-30 00:00:00","Marcot","Tykoski","McCulloch","18","7","1","0","2010-04-24 00:00:00","Phipps","Ross","McCulloch","25","10","1","0","","2009-04-25 00:00:00","Erickson","Dudek","16","7","1","0","2008-04-26 00:00:00","Weis","Ross","McCulloch","23.6","10","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019","Evans Creek","Green Spruce","Evans Creek","","-83.233603","42.504517","MN","Evan1","FOTR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-04-18 00:00:00","Muller","Meszaros","McCulloch","15.2","9","0","0","14","5/9/14","Petrella","Petrella","Petrella","14","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2028","","","Evans Creek","","","","MN","Evan2","FOTR","","","","","","","","","","","","","","16","6","1","7","Ableson","2022-04-23 00:00:00","6","3","4/17/2021","12.3","6","3","1","0","","","","","","","","","","","","","","FOTR","4/9/19","Sally Petrella","Sally Petrella","Sally Petrella","18.3","7","0","0","","","","","","","","","","","","","","","","","","","11","4/16/16","Berger","Getschman","Petrella","18.6","9","1","0","2015-04-18 00:00:00","Meszaros","Muller","McCulloch","13.7","7","0","0","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2043","","","Evans Creek","","","","MN","Evan3","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0","0","","","","","","0","0","0","0","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
