,FIELDID,Latitude,Longitude,Date and Time,Common Name,Quantity,Year,Month,Day,Category,Species per Year
5883,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,1,2016,9,28,Intolerant,9
5884,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,1,2016,9,28,Piscivores,9
5885,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,1,2016,9,28,Sunfish,9
5886,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,2,2016,9,28,Intolerant,9
5887,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,2,2016,9,28,Piscivores,9
5888,Main11,42.554445,-83.226312,2016-09-28,Rock Bass,2,2016,9,28,Sunfish,9
5889,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,2,2016,9,28,Insectivores,9
5890,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,2,2016,9,28,Sunfish,9
5891,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5892,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5893,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5894,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5895,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5896,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5897,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5898,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5899,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5900,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5901,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
5902,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
5903,Main11,42.554445,-83.226312,2016-09-28,Bluegill,4,2016,9,28,Insectivores,9
5904,Main11,42.554445,-83.226312,2016-09-28,Bluegill,4,2016,9,28,Sunfish,9
5905,Main11,42.554445,-83.226312,2016-09-28,Bluegill,2,2016,9,28,Insectivores,9
5906,Main11,42.554445,-83.226312,2016-09-28,Bluegill,2,2016,9,28,Sunfish,9
5907,Main11,42.554445,-83.226312,2016-09-28,Bluegill,6,2016,9,28,Insectivores,9
5908,Main11,42.554445,-83.226312,2016-09-28,Bluegill,6,2016,9,28,Sunfish,9
5909,Main11,42.554445,-83.226312,2016-09-28,Bluegill,7,2016,9,28,Insectivores,9
5910,Main11,42.554445,-83.226312,2016-09-28,Bluegill,7,2016,9,28,Sunfish,9
5911,Main11,42.554445,-83.226312,2016-09-28,Bluegill,5,2016,9,28,Insectivores,9
5912,Main11,42.554445,-83.226312,2016-09-28,Bluegill,5,2016,9,28,Sunfish,9
5913,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5914,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5915,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5916,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5917,Main11,42.554445,-83.226312,2016-09-28,Bluegill,3,2016,9,28,Insectivores,9
5918,Main11,42.554445,-83.226312,2016-09-28,Bluegill,3,2016,9,28,Sunfish,9
5919,Main11,42.554445,-83.226312,2016-09-28,Bluegill,4,2016,9,28,Insectivores,9
5920,Main11,42.554445,-83.226312,2016-09-28,Bluegill,4,2016,9,28,Sunfish,9
5921,Main11,42.554445,-83.226312,2016-09-28,Bluegill,3,2016,9,28,Insectivores,9
5922,Main11,42.554445,-83.226312,2016-09-28,Bluegill,3,2016,9,28,Sunfish,9
5923,Main11,42.554445,-83.226312,2016-09-28,Bluegill,6,2016,9,28,Insectivores,9
5924,Main11,42.554445,-83.226312,2016-09-28,Bluegill,6,2016,9,28,Sunfish,9
5925,Main11,42.554445,-83.226312,2016-09-28,Bluegill,2,2016,9,28,Insectivores,9
5926,Main11,42.554445,-83.226312,2016-09-28,Bluegill,2,2016,9,28,Sunfish,9
5927,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5928,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5929,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5930,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5931,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5932,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5933,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Insectivores,9
5934,Main11,42.554445,-83.226312,2016-09-28,Bluegill,1,2016,9,28,Sunfish,9
5935,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,4,2016,9,28,Piscivores,9
5936,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,4,2016,9,28,Sunfish,9
5937,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,3,2016,9,28,Piscivores,9
5938,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,3,2016,9,28,Sunfish,9
5939,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,2,2016,9,28,Piscivores,9
5940,Main11,42.554445,-83.226312,2016-09-28,Largemouth Bass,2,2016,9,28,Sunfish,9
5941,Main13,42.59005,-83.18976,2016-09-23,Central Stoneroller,1,2016,9,23,,11
5942,Main13,42.59005,-83.18976,2016-09-23,Central Stoneroller,2,2016,9,23,,11
5943,Main13,42.59005,-83.18976,2016-09-23,Central Stoneroller,1,2016,9,23,,11
5944,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5945,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5946,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,5,2016,9,23,Insectivores,11
5947,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,5,2016,9,23,Lithophilic,11
5948,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,21,2016,9,23,Insectivores,11
5949,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,21,2016,9,23,Lithophilic,11
5950,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,51,2016,9,23,Insectivores,11
5951,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,51,2016,9,23,Lithophilic,11
5952,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,17,2016,9,23,Insectivores,11
5953,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,17,2016,9,23,Lithophilic,11
5954,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,24,2016,9,23,Insectivores,11
5955,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,24,2016,9,23,Lithophilic,11
5956,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,10,2016,9,23,Insectivores,11
5957,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,10,2016,9,23,Lithophilic,11
5958,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5959,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5960,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Insectivores,11
5961,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Lithophilic,11
5962,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,3,2016,9,23,Insectivores,11
5963,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,3,2016,9,23,Lithophilic,11
5964,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,6,2016,9,23,Insectivores,11
5965,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,6,2016,9,23,Lithophilic,11
5966,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5967,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5968,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Insectivores,11
5969,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Lithophilic,11
5970,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5971,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5972,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Insectivores,11
5973,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,2,2016,9,23,Lithophilic,11
5974,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5975,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5976,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Insectivores,11
5977,Main13,42.59005,-83.18976,2016-09-23,Common Shiner,1,2016,9,23,Lithophilic,11
5978,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,12,2016,9,23,,11
5979,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,10,2016,9,23,,11
5980,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,10,2016,9,23,,11
5981,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,1,2016,9,23,,11
5982,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,2,2016,9,23,,11
5983,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,1,2016,9,23,,11
5984,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,1,2016,9,23,,11
5985,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,3,2016,9,23,Omnivores,11
5986,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,3,2016,9,23,Tolerant,11
5987,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,3,2016,9,23,Omnivores,11
5988,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,3,2016,9,23,Tolerant,11
5989,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,1,2016,9,23,Omnivores,11
5990,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,1,2016,9,23,Tolerant,11
5991,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,1,2016,9,23,Omnivores,11
5992,Main13,42.59005,-83.18976,2016-09-23,Bluntnose Minnow,1,2016,9,23,Tolerant,11
5993,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,2,2016,9,23,Insectivores,11
5994,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,2,2016,9,23,Sunfish,11
5995,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,4,2016,9,23,Insectivores,11
5996,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,4,2016,9,23,Sunfish,11
5997,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,7,2016,9,23,Insectivores,11
5998,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,7,2016,9,23,Sunfish,11
5999,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,3,2016,9,23,Insectivores,11
6000,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,3,2016,9,23,Sunfish,11
6001,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,2,2016,9,23,Insectivores,11
6002,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,2,2016,9,23,Sunfish,11
6003,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,4,2016,9,23,Insectivores,11
6004,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,4,2016,9,23,Sunfish,11
6005,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,1,2016,9,23,Insectivores,11
6006,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,1,2016,9,23,Sunfish,11
6007,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Insectivores,11
6008,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Sunfish,11
6009,Main13,42.59005,-83.18976,2016-09-23,Bluegill,2,2016,9,23,Insectivores,11
6010,Main13,42.59005,-83.18976,2016-09-23,Bluegill,2,2016,9,23,Sunfish,11
6011,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Insectivores,11
6012,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Sunfish,11
6013,Main13,42.59005,-83.18976,2016-09-23,Bluegill,3,2016,9,23,Insectivores,11
6014,Main13,42.59005,-83.18976,2016-09-23,Bluegill,3,2016,9,23,Sunfish,11
6015,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Insectivores,11
6016,Main13,42.59005,-83.18976,2016-09-23,Bluegill,1,2016,9,23,Sunfish,11
6017,Main13,42.59005,-83.18976,2016-09-23,Largemouth Bass,1,2016,9,23,Piscivores,11
6018,Main13,42.59005,-83.18976,2016-09-23,Largemouth Bass,1,2016,9,23,Sunfish,11
6019,Main13,42.59005,-83.18976,2016-09-23,Largemouth Bass,2,2016,9,23,Piscivores,11
6020,Main13,42.59005,-83.18976,2016-09-23,Largemouth Bass,2,2016,9,23,Sunfish,11
6021,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Insectivores,11
6022,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Tolerant,11
6023,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Darter,11
6024,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Insectivores,11
6025,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Tolerant,11
6026,Main13,42.59005,-83.18976,2016-09-23,Johnny Darter,1,2016,9,23,Darter,11
6027,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,2,2016,10,10,Omnivores,5
6028,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,2,2016,10,10,Tolerant,5
6029,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,2,2016,10,10,Omnivores,5
6030,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,2,2016,10,10,Tolerant,5
6031,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,4,2016,10,10,Omnivores,5
6032,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,4,2016,10,10,Tolerant,5
6033,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,6,2016,10,10,Omnivores,5
6034,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,6,2016,10,10,Tolerant,5
6035,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Omnivores,5
6036,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Tolerant,5
6037,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Omnivores,5
6038,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Tolerant,5
6039,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Omnivores,5
6040,Main14,42.33082,-83.24434,2016-10-10,Bluntnose Minnow,1,2016,10,10,Tolerant,5
6041,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,9,2016,10,10,Omnivores,5
6042,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,9,2016,10,10,Tolerant,5
6043,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,19,2016,10,10,Omnivores,5
6044,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,19,2016,10,10,Tolerant,5
6045,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,12,2016,10,10,Omnivores,5
6046,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,12,2016,10,10,Tolerant,5
6047,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,6,2016,10,10,Omnivores,5
6048,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,6,2016,10,10,Tolerant,5
6049,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,2,2016,10,10,Omnivores,5
6050,Main14,42.33082,-83.24434,2016-10-10,Fathead Minnow,2,2016,10,10,Tolerant,5
6051,Main14,42.33082,-83.24434,2016-10-10,Round Goby,2,2016,10,10,Insectivores,5
6052,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,34,2016,9,15,Omnivores,3
6053,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,34,2016,9,15,Tolerant,3
6054,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,53,2016,9,15,Omnivores,3
6055,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,53,2016,9,15,Tolerant,3
6056,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,126,2016,9,15,Omnivores,3
6057,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,126,2016,9,15,Tolerant,3
6058,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,53,2016,9,15,Omnivores,3
6059,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,53,2016,9,15,Tolerant,3
6060,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,10,2016,9,15,Omnivores,3
6061,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,10,2016,9,15,Tolerant,3
6062,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,9,2016,9,15,Omnivores,3
6063,MN-2,42.399722,-83.271389,2016-09-15,Fathead Minnow,9,2016,9,15,Tolerant,3
6064,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,4,2016,9,15,Insectivores,3
6065,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,4,2016,9,15,Tolerant,3
6066,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,4,2016,9,15,Darter,3
6067,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,11,2016,9,15,Insectivores,3
6068,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,11,2016,9,15,Tolerant,3
6069,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,11,2016,9,15,Darter,3
6070,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,3,2016,9,15,Insectivores,3
6071,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,3,2016,9,15,Tolerant,3
6072,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,3,2016,9,15,Darter,3
6073,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,1,2016,9,15,Insectivores,3
6074,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,1,2016,9,15,Tolerant,3
6075,MN-2,42.399722,-83.271389,2016-09-15,Johnny Darter,1,2016,9,15,Darter,3
6076,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,6,2016,10,10,Insectivores,8
6077,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,6,2016,10,10,Lithophilic,8
6078,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,6,2016,10,10,Insectivores,8
6079,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,6,2016,10,10,Lithophilic,8
6080,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,3,2016,10,10,Insectivores,8
6081,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,3,2016,10,10,Lithophilic,8
6082,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,1,2016,10,10,Insectivores,8
6083,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,1,2016,10,10,Lithophilic,8
6084,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,1,2016,10,10,Insectivores,8
6085,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,1,2016,10,10,Lithophilic,8
6086,MN-5,42.443614,-83.284906,2016-10-10,Bluntnose Minnow,4,2016,10,10,Omnivores,8
6087,MN-5,42.443614,-83.284906,2016-10-10,Bluntnose Minnow,4,2016,10,10,Tolerant,8
6088,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,3,2016,10,10,Omnivores,8
6089,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,3,2016,10,10,Tolerant,8
6090,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,3,2016,10,10,Lithophilic,8
6091,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,3,2016,10,10,Sucker,8
6092,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,2,2016,10,10,Omnivores,8
6093,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,2,2016,10,10,Tolerant,8
6094,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,2,2016,10,10,Lithophilic,8
6095,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,2,2016,10,10,Sucker,8
6096,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Omnivores,8
6097,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Tolerant,8
6098,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Lithophilic,8
6099,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Sucker,8
6100,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Omnivores,8
6101,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Tolerant,8
6102,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Lithophilic,8
6103,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Sucker,8
6104,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Omnivores,8
6105,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Tolerant,8
6106,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Lithophilic,8
6107,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Sucker,8
6108,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Omnivores,8
6109,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Tolerant,8
6110,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Lithophilic,8
6111,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Sucker,8
6112,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Omnivores,8
6113,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Tolerant,8
6114,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Lithophilic,8
6115,MN-5,42.443614,-83.284906,2016-10-10,White Sucker,1,2016,10,10,Sucker,8
6116,MN-5,42.443614,-83.284906,2016-10-10,Rock Bass,1,2016,10,10,Intolerant,8
6117,MN-5,42.443614,-83.284906,2016-10-10,Rock Bass,1,2016,10,10,Piscivores,8
6118,MN-5,42.443614,-83.284906,2016-10-10,Rock Bass,1,2016,10,10,Sunfish,8
6119,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,6,2016,10,10,Insectivores,8
6120,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,6,2016,10,10,Tolerant,8
6121,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,6,2016,10,10,Darter,8
6122,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,36,2016,10,10,Insectivores,8
6123,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,36,2016,10,10,Tolerant,8
6124,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,36,2016,10,10,Darter,8
6125,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,19,2016,10,10,Insectivores,8
6126,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,19,2016,10,10,Tolerant,8
6127,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,19,2016,10,10,Darter,8
6128,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Insectivores,8
6129,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Tolerant,8
6130,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Darter,8
6131,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Insectivores,8
6132,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Tolerant,8
6133,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Darter,8
6134,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Insectivores,8
6135,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Tolerant,8
6136,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,5,2016,10,10,Darter,8
6137,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Insectivores,8
6138,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Tolerant,8
6139,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,3,2016,10,10,Darter,8
6140,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,1,2016,10,10,Insectivores,8
6141,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,1,2016,10,10,Tolerant,8
6142,MN-5,42.443614,-83.284906,2016-10-10,Johnny Darter,1,2016,10,10,Darter,8
6143,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Insectivores,8
6144,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Lithophilic,8
6145,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Darter,8
6146,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Insectivores,8
6147,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Lithophilic,8
6148,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Darter,8
6149,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Insectivores,8
6150,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Lithophilic,8
6151,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Darter,8
6152,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Insectivores,8
6153,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Lithophilic,8
6154,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,2,2016,10,10,Darter,8
6155,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Insectivores,8
6156,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Lithophilic,8
6157,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Darter,8
6158,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Insectivores,8
6159,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Lithophilic,8
6160,MN-5,42.443614,-83.284906,2016-10-10,Blackside Darter,1,2016,10,10,Darter,8
