,FIELDID,Latitude,Longitude,Date,SQI,SQI_Rating
2721,Wall4,42.43354,-83.48056,2008-09-15,28,Fair
2722,Wall4,42.43354,-83.48056,2007-09-15,38,Good
2729,Will1,42.33002,-83.46422,2022-09-15,22,Fair
2736,Will1,42.33002,-83.46422,2015-09-15,31,Fair
2739,Will1,42.33002,-83.46422,2012-09-15,28,Fair
2743,Will1,42.33002,-83.46422,2008-09-15,35,Good
2745,Will1,42.33002,-83.46422,2006-09-15,28,Fair
2746,Will1,42.33002,-83.46422,2005-09-15,30,Fair
2747,Will1,42.33002,-83.46422,2004-09-15,25,Fair
2748,Will1,42.33002,-83.46422,2003-09-15,27,Fair
2758,Will2,42.348115,-83.490179,2015-09-15,25,Fair
2780,Will3,42.32647,-83.453283,2015-09-15,22,Fair
